Time,Chan90,Chan95,Bank90,Bank95,Totl90,Totl95
Dec-1956,4.86,9.35,0.27,0.54,5.13,9.89
Jan-1957,4.4,8.51,0.3,0.6,4.69,9.1
Feb-1957,3.28,6.44,2.05,4,5.33,10.44
Mar-1957,3.15,6.19,3.85,7.61,7.01,13.79
Apr-1957,4.48,8.69,0.26,0.53,4.74,9.22
May-1957,3.35,6.55,1.06,2.04,4.41,8.59
Jun-1957,4.11,8.02,0.33,0.65,4.45,8.67
Jul-1957,3.24,6.35,1.29,2.5,4.53,8.85
Aug-1957,4.45,8.66,0.28,0.55,4.73,9.21
Sep-1957,4.39,8.55,0.3,0.6,4.69,9.15
Oct-1957,3.26,6.37,1.46,2.83,4.73,9.2
Nov-1957,3.66,7.13,0.79,1.52,4.44,8.64
Dec-1957,3.31,6.49,1.96,3.84,5.27,10.33
Jan-1958,3.19,6.24,9.87,19.42,13.06,25.66
Feb-1958,2.29,4.53,117.58,216.35,119.88,220.88
Mar-1958,3.36,6.61,27.03,51.78,30.4,58.39
Apr-1958,3.4,6.64,18.27,35.4,21.66,42.04
May-1958,4.29,8.38,0.28,0.55,4.57,8.93
Jun-1958,4.99,9.61,0.27,0.55,5.26,10.16
Jul-1958,3.46,6.77,0.58,1.14,4.04,7.91
Aug-1958,4.47,8.69,0.31,0.61,4.78,9.3
Sep-1958,3.6,7.03,0.5,0.98,4.1,8.01
Oct-1958,3.83,7.48,0.3,0.59,4.13,8.08
Nov-1958,4.35,8.5,0.27,0.53,4.62,9.03
Dec-1958,4.56,8.82,0.31,0.62,4.87,9.44
Jan-1959,3.2,6.25,3.09,6.11,6.29,12.36
